"id","專案區位","專案代碼","專案名稱","系統樹木","專案樹木","樹種編號","樹種名稱","X坐標","Y坐標","狀況","註記","樹木備註","樹高（公尺）","胸徑（公分）","調查備註","調查時間","碳儲存量","推估年碳吸存量"
"551","高雄港","12","港區植栽10區","564","564","0256","黑板樹","120.33648401","22.557143577","正常","需加強維護","環狀剝皮","5.63","15.8",,"2022-11-22 00:00:00","60.14","4.38"
"552","高雄港","8","港區植栽6區","566","566","0268","榕樹","120.28868369","22.599565805","正常","無","無","6","10.6",,"2022-11-22 00:00:00","28.21","2.94"
"553","高雄港","12","港區植栽10區","565","565","0256","黑板樹","120.33643305","22.557120045","正常","無","環狀剝皮","6.96","27.9",,"2022-11-22 00:00:00","231.81","10.2"
"554","高雄港","12","港區植栽10區","568","568","0256","黑板樹","120.33637739","22.557082581","正常","無","環狀剝皮","8.98","36.4",,"2022-11-22 00:00:00","509.09","17.7"
"555","高雄港","8","港區植栽6區","569","569","0268","榕樹","120.28865084","22.599610997","正常","無","無","4.7","18.4","7.7
6.5","2022-11-22 00:00:00","66.58","4.24"
"556","高雄港","14","港區植栽12區","567","567","0299","蒲葵","120.30446246","22.562787336","正常","無","無","4.33","17.2",,"2022-11-22 00:00:00","72.05","4.87"
"557","高雄港","14","港區植栽12區","570","570","0299","蒲葵","120.30447185","22.56289632","正常","無","無","4.33","15.9",,"2022-11-22 00:00:00","61.57","4.46"
"558","高雄港","12","港區植栽10區","571","571","0256","黑板樹","120.33631235","22.557025919","正常","無","環狀剝皮","8.75","50",,"2022-11-22 00:00:00","935.96","24.59"
"559","高雄港","14","港區植栽12區","573","573","0299","蒲葵","120.30447721","22.562995396","正常","無","無","4.61","16.8",,"2022-11-22 00:00:00","73.18","5.05"
"560","高雄港","8","港區植栽6區","572","572","0268","榕樹","120.28865553","22.599677236","正常","無","無","6","19.9","7.0
6.3","2022-11-22 00:00:00","99.41","5.91"
"561","高雄港","14","港區植栽12區","575","575","0299","蒲葵","120.3044705","22.563116765","正常","無","無","4.52","18.2",,"2022-11-22 00:00:00","84.21","5.41"
"562","高雄港","12","港區植栽10區","574","574","0256","黑板樹","120.33624395","22.556968948","正常","無","環狀剝皮","7.57","31.4","斷頭","2022-11-22 00:00:00","319.35","12.66"
"563","高雄港","14","港區植栽12區","577","577","0299","蒲葵","120.30446112","22.563223272","正常","無","無","4.52","17.1",,"2022-11-22 00:00:00","74.34","5.05"
"564","高雄港","8","港區植栽6區","576","576","0297","臺灣欒樹","120.28862603","22.599732952","正常","無","無","6","15.6",,"2022-11-22 00:00:00","93.48","6.9"
"565","高雄港","12","港區植栽10區","578","578","0256","黑板樹","120.33616751","22.556929315","正常","無","環狀剝皮","8.38","30.9","19.45","2022-11-22 00:00:00","342.35","13.77"
"566","高雄港","14","港區植栽12區","579","579","0299","蒲葵","120.30444905","22.563333494","正常","無","無","4.35","17",,"2022-11-22 00:00:00","70.71","4.83"
"567","高雄港","14","港區植栽12區","581","581","0299","蒲葵","120.304441","22.563437524","正常","無","無","4.6","17.8",,"2022-11-22 00:00:00","81.97","5.38"
"568","高雄港","8","港區植栽6區","580","580","0297","臺灣欒樹","120.288565","22.599861098","正常","無","無","6.3","14",,"2022-11-22 00:00:00","79.05","6.43"
"569","高雄港","12","港區植栽10區","582","582","0256","黑板樹","120.33611252","22.556895876","正常","無","環狀剝皮","10.8","58.7",,"2022-11-22 00:00:00","1592.25","36.31"
"570","高雄港","14","港區植栽12區","583","583","0299","蒲葵","120.30442759","22.563542792","正常","無","無","4.57","18.4",,"2022-11-22 00:00:00","87.02","5.54"
"571","高雄港","12","港區植栽10區","584","584","0256","黑板樹","120.33606693","22.556851289","正常","無","環狀剝皮","6.32","29.3",,"2022-11-22 00:00:00","232.15","9.78"
"572","高雄港","14","港區植栽12區","585","585","0299","蒲葵","120.30439272","22.563651775","正常","無","無","4.31","17.4",,"2022-11-22 00:00:00","73.39","4.91"
"573","高雄港","14","港區植栽12區","586","586","0299","蒲葵","120.30437663","22.563773143","正常","無","無","4.14","16.6",,"2022-11-22 00:00:00","64.16","4.48"
"574","高雄港","12","港區植栽10區","587","587","0256","黑板樹","120.33600926","22.55680051","正常","無","環狀剝皮","7.63","24.9",,"2022-11-22 00:00:00","202.41","9.86"
"575","高雄港","14","港區植栽12區","588","588","0299","蒲葵","120.3043431","22.563872219","正常","無","無","4.51","17.5",,"2022-11-22 00:00:00","77.68","5.18"
"576","高雄港","12","港區植栽10區","590","590","0256","黑板樹","120.33595025","22.556773263","正常","無","環狀剝皮","8.22","32.8",,"2022-11-22 00:00:00","378.38","14.43"
"577","高雄港","14","港區植栽12區","591","591","0299","蒲葵","120.30431225","22.563987394","正常","無","無","4.72","18.1",,"2022-11-22 00:00:00","86.97","5.62"
"578","高雄港","8","港區植栽6區","589","589","0268","榕樹","120.28914704","22.601386456","正常","無","無","14.3","65.7",,"2022-11-22 00:00:00","2582.54","53.33"
"579","高雄港","14","港區植栽12區","592","592","0299","蒲葵","120.30427403","22.564083064","正常","無","無","4.39","17.1",,"2022-11-22 00:00:00","72.2","4.91"
"580","高雄港","14","港區植栽12區","594","594","0299","蒲葵","120.30423715","22.564192667","正常","無","無","4.15","15",,"2022-11-22 00:00:00","52.52","4.01"
"581","高雄港","14","港區植栽12區","595","595","0299","蒲葵","120.30419155","22.56429298","正常","無","無","3.65","14.9",,"2022-11-22 00:00:00","45.58","3.5"
"582","高雄港","12","港區植栽10區","593","593","0256","黑板樹","120.33589392","22.556734869","正常","無","環狀剝皮","9.98","46.3",,"2022-11-22 00:00:00","915.38","25.74"
"583","高雄港","14","港區植栽12區","597","597","0299","蒲葵","120.30411645","22.564457074","正常","無","無","4.39","16.8",,"2022-11-22 00:00:00","69.69","4.81"
"584","高雄港","8","港區植栽6區","596","596","0268","榕樹","120.28898879","22.601631602","正常","無","無","7.2","32.4","突破盆栽","2022-11-22 00:00:00","316.23","12.19"
"585","高雄港","14","港區植栽12區","599","599","0299","蒲葵","120.30404739","22.564582156","正常","無","無","4.44","16.5",,"2022-11-22 00:00:00","67.99","4.77"
"586","高雄港","12","港區植栽10區","598","598","0256","黑板樹","120.33583626","22.556704835","正常","無","環狀剝皮","6.5","24.8",,"2022-11-22 00:00:00","171.05","8.36"
"587","高雄港","14","港區植栽12區","600","600","0299","蒲葵","120.30399039","22.56468247","正常","無","無","4.87","16.4",,"2022-11-22 00:00:00","73.67","5.2"
"588","高雄港","14","港區植栽12區","601","601","0299","蒲葵","120.30393205","22.564792691","正常","無","無","4.75","17.5",,"2022-11-22 00:00:00","81.82","5.45"
"589","高雄港","12","港區植栽10區","602","602","0256","黑板樹","120.33578798","22.556654366","正常","無","環狀剝皮","9.67","46.4",,"2022-11-22 00:00:00","890.79","24.99"
"590","高雄港","14","港區植栽12區","604","604","0299","蒲葵","120.30387639","22.564878143","正常","無","無","5.34","18.4",,"2022-11-22 00:00:00","101.68","6.48"
"591","高雄港","8","港區植栽6區","603","603","0312","樟樹","120.2887702","22.601761603","正常","無",,"14","25.1",,"2022-11-22 00:00:00","475.63","22.99"
"592","高雄港","14","港區植栽12區","605","605","0299","蒲葵","120.30378319","22.564998891","正常","無","無","5.53","17.9",,"2022-11-22 00:00:00","99.65","6.51"
"593","高雄港","14","港區植栽12區","606","606","0299","蒲葵","120.30371278","22.565079389","正常","無","無","5.1","19.1",,"2022-11-22 00:00:00","104.64","6.45"
"594","高雄港","8","港區植栽6區","607","607","0028","小葉欖仁","120.28866559","22.601880461","正常","無","無","12.3","36",,"2022-11-22 00:00:00","988.95","34.73"
"595","高雄港","14","港區植栽12區","608","608","0299","蒲葵","120.30364505","22.565175368","正常","無","無","4.3","16.7",,"2022-11-22 00:00:00","67.45","4.68"
"596","高雄港","14","港區植栽12區","609","609","0299","蒲葵","120.30356995","22.565258343","正常","無","無","4.81","20.1",,"2022-11-22 00:00:00","109.3","6.43"
"597","高雄港","8","港區植栽6區","610","610","0538","赤桉","120.28857976","22.602217225","正常","無","無","13.2","60.1",,"2022-11-22 00:00:00","2681.55","59.9"
"598","高雄港","14","港區植栽12區","611","611","0299","蒲葵","120.3034687","22.565372898","正常","無","樹幹一半不見","4.19","15.8",,"2022-11-22 00:00:00","58.83","4.29"
"599","高雄港","8","港區植栽6區","612","612","0538","赤桉","120.28851941","22.602327416","正常","無","無","14","47.6",,"2022-11-22 00:00:00","1784.04","48.95"
"600","高雄港","14","港區植栽12區","613","613","0299","蒲葵","120.30338153","22.565478784","正常","無","無","8.26","20.3",,"2022-11-22 00:00:00","191.44","11.18"
"601","高雄港","8","港區植栽6區","614","614","0268","榕樹","120.28842821","22.602490845","正常","無","無","9","102.2",,"2022-11-22 00:00:00","3933.01","55.03"
"602","高雄港","8","港區植栽6區","615","615","0268","榕樹","120.28837993","22.602560179","正常","無","無","8.1","33.5","36.6
32.1
16.6","2022-11-22 00:00:00","380.33","14.23"
"603","高雄港","8","港區植栽6區","616","616","0538","赤桉","120.2881895","22.602869703","正常","無",,"7.8","52.7","斷幹","2022-11-22 00:00:00","1218.37","30.56"
"604","高雄港","8","港區植栽6區","617","617","0122","金龜樹","120.30432567","22.564152108","正常","無","無","7.49","16.8","31.4","2022-11-22 00:00:00","156.65","10.82"
"605","高雄港","8","港區植栽6區","619","619","0122","金龜樹","120.28802722","22.60311856","正常","無","無","7.5","45.1",,"2022-11-22 00:00:00","1130.45","32.53"
"606","高雄港","8","港區植栽6區","618","618","0122","金龜樹","120.3043726","22.564024548","正常","無","無","7.43","13.2","29","2022-11-22 00:00:00","95.93","8.22"
"607","高雄港","8","港區植栽6區","622","622","0122","金龜樹","120.28780728","22.603395893","正常","無","無","6.8","19.8",,"2022-11-22 00:00:00","197.55","11.79"
"608","高雄港","8","港區植栽6區","620","620","0122","金龜樹","120.30441552","22.56390318","正常","無","無","6.64","20.2","15.2 6.4","2022-11-22 00:00:00","200.77","11.77"
"609","高雄港","8","港區植栽6區","623","623","0122","金龜樹","120.28774291","22.603549416","正常","無","無","7.3","39.4","上移50","2022-11-22 00:00:00","839.75","27.23"
"610","高雄港","8","港區植栽6區","625","625","0122","金龜樹","120.28766781","22.60364351","正常","無","無","6.8","17.9","上移30","2022-11-22 00:00:00","161.46","10.54"
"611","高雄港","8","港區植栽6區","624","624","0122","金龜樹","120.30446916","22.563691406","正常","無","無","8.8","14.7","7.7 16.2 10.4","2022-11-22 00:00:00","140.91","10.97"
"612","高雄港","8","港區植栽6區","626","626","0122","金龜樹","120.2875927","22.603777224","正常","無","無","7","48.7",,"2022-11-22 00:00:00","1230.25","33.08"
"613","高雄港","8","港區植栽6區","627","627","0122","金龜樹","120.28748944","22.603961699","正常","無","無","6.8","46.2",,"2022-11-22 00:00:00","1075.55","30.3"
"614","高雄港","8","港區植栽6區","628","628","0122","金龜樹","120.28737947","22.604135031","正常","無","無","8.3","37","33","2022-11-22 00:00:00","842.01","28.86"
"615","高雄港","11","港區植栽9區","629","629","0125","雨豆樹","120.33009096","22.563993587","正常","無","無","15","67.1",,"2022-11-23 00:00:00","5151.84","104.41"
"616","高雄港","11","港區植栽9區","630","630","0125","雨豆樹","120.33001855","22.564056747","正常","無","無","12.04","53.8",,"2022-11-23 00:00:00","2658.38","65.47"
"617","高雄港","11","港區植栽9區","631","631","0125","雨豆樹","120.32991796","22.56409452","正常","無","無","12.26","45.3",,"2022-11-23 00:00:00","1919.17","55.01"
"618","高雄港","11","港區植栽9區","632","632","0125","雨豆樹","120.32987236","22.564116193","正常","無","無","7.92","26.4",,"2022-11-23 00:00:00","421.07","19.47"
"619","高雄港","16","港區植栽14區","633","633","0236","菩提樹","120.28342723","22.596768852","正常","無","無","4.7","40.3",,"2022-11-23 00:00:00","429.31","13.65"
"620","高雄港","11","港區植栽9區","635","635","0125","雨豆樹","120.32984957","22.564128267","正常","無","無","11.41","42.4",,"2022-11-23 00:00:00","1564.74","47.55"
"621","高雄港","11","港區植栽9區","636","636","0125","雨豆樹","120.3297986","22.564139413","正常","無","無","11.22","53.6",,"2022-11-23 00:00:00","2458.94","60.76"
"622","高雄港","16","港區植栽14區","634","634","0236","菩提樹","120.28344869","22.596708182","正常","無","無","4.22","8.1","上移10公分 7.9
33.2
上移20公分 27.6
上移30公分 33.5","2022-11-23 00:00:00","15.57","2.07"
"623","高雄港","11","港區植栽9區","638","638","0125","雨豆樹","120.32967723","22.564153656","正常","無","斷頭","5.13","28.1",,"2022-11-23 00:00:00","309","13.51"
"624","高雄港","9","港區植栽7區","637","637","0242","菲島福木","120.31146498","22.573751569","正常","無","無","3","6.8","斷幹","2022-11-23 00:00:00","11.55","1.8"
"625","高雄港","11","港區植栽9區","639","639","0125","雨豆樹","120.32961085","22.564185545","正常","無","無","10.72","55.4",,"2022-11-23 00:00:00","2509.81","60.23"
"626","高雄港","9","港區植栽7區","640","640","0242","菲島福木","120.31148949","22.573772621","正常","無","無","2.7","4.2","斷幹","2022-11-23 00:00:00","3.96","0.96"
"627","高雄港","11","港區植栽9區","641","641","0125","雨豆樹","120.32957062","22.564222699","正常","無","無","9.98","31.6",,"2022-11-23 00:00:00","760.2","29.97"
"628","高雄港","9","港區植栽7區","642","642","0242","菲島福木","120.31153106","22.573804199","正常","無",,"2.4","1.3","斷幹","2022-11-23 00:00:00","0.34","0.25"
"629","高雄港","9","港區植栽7區","644","644","0242","菲島福木","120.31157088","22.573827109","正常","無","無","2.2","2.7",,"2022-11-23 00:00:00","1.33","0.49"
"630","高雄港","11","港區植栽9區","643","643","0125","雨豆樹","120.32952904","22.564268521","正常","無","無","10.88","44",,"2022-11-23 00:00:00","1606.79","47.26"
"631","高雄港","9","港區植栽7區","645","645","0242","菲島福木","120.31160651","22.57384878","正常","無",,"2.7","5","斷幹","2022-11-23 00:00:00","5.62","1.16"
"632","高雄港","9","港區植栽7區","646","646","0242","菲島福木","120.31164141","22.573877262","正常","無",,"2.3","2.9","斷幹","2022-11-23 00:00:00","1.61","0.55"
"633","高雄港","11","港區植栽9區","647","647","0125","雨豆樹","120.32949686","22.56430939","正常","無","無","11.84","36.5",,"2022-11-23 00:00:00","1203.27","41.75"
"634","高雄港","16","港區植栽14區","648","648","0373","欖仁","120.28398292","22.59627843","正常","無","無","3.3","13.9",,"2022-11-23 00:00:00","33.31","2.73"
"635","高雄港","11","港區植栽9區","649","649","0125","雨豆樹","120.32946601","22.564350258","正常","無","無","11.2","38.5",,"2022-11-23 00:00:00","1266.38","41.91"
"636","高雄港","16","港區植栽14區","650","650","0373","欖仁","120.28386443","22.596226541","正常","無","無","4.8","15.4",,"2022-11-23 00:00:00","59.47","4.44"
"637","高雄港","11","港區植栽9區","653","653","0125","雨豆樹","120.3294298","22.564398558","正常","無","無","10.2","34.5",,"2022-11-23 00:00:00","926.11","33.78"
"638","高雄港","16","港區植栽14區","654","654","0373","欖仁","120.28370752","22.596136155","正常","無","無","8.3","4.2","14.6","2022-11-23 00:00:00","7.65","1.85"
"639","高雄港","9","港區植栽7區","652","652","0242","菲島福木","120.31167758","22.573905125","正常","無",,"2.6","4.7","斷幹","2022-11-23 00:00:00","4.78","1.04"
"640","高雄港","16","港區植栽14區","655","655","0373","欖仁","120.28362303","22.596089725","正常","無","無","3.95","8","11.5","2022-11-23 00:00:00","13.21","1.77"
"641","高雄港","9","港區植栽7區","656","656","0242","菲島福木","120.31172857","22.573938561","正常","無",,"2.4","4.4","斷幹","2022-11-23 00:00:00","3.87","0.9"
"642","高雄港","11","港區植栽9區","657","657","0125","雨豆樹","120.32938957","22.564441903","正常","無","無","10.9","38.7",,"2022-11-23 00:00:00","1245.3","41.02"
"643","高雄港","16","港區植栽14區","659","659","0373","欖仁","120.28351575","22.596043294","正常","無","無","3.43","14.1",,"2022-11-23 00:00:00","35.63","2.87"
"644","高雄港","9","港區植栽7區","660","660","0242","菲島福木","120.31177013","22.57396952","正常","無",,"4.3","2.2","斷幹","2022-11-23 00:00:00","1.73","0.77"
"645","高雄港","11","港區植栽9區","658","658","0125","雨豆樹","120.32933324","22.56450011","正常","無","無","11.8","39",,"2022-11-23 00:00:00","1369.11","44.79"
"646","高雄港","11","港區植栽9區","661","661","0125","雨豆樹","120.32930575","22.564535715","正常","無","無","10.2","24.6",,"2022-11-23 00:00:00","470.86","23.18"
"647","高雄港","9","港區植栽7區","663","663","0028","小葉欖仁","120.31191767","22.574050632","正常","無",,"5","2.2","斷稍","2022-11-23 00:00:00","1.5","0.67"
"648","高雄港","11","港區植栽9區","664","664","0125","雨豆樹","120.32926484","22.564589277","正常","無","無","11.3","43.3",,"2022-11-23 00:00:00","1616.14","48.21"
"649","高雄港","16","港區植栽14區","662","662","0152","緬梔","120.28344601","22.596149156","正常","無","無","3.78","13.2","上移10公分 13.1 10.3
","2022-11-23 00:00:00","36.68","3.14"
"650","高雄港","9","港區植栽7區","665","665","0028","小葉欖仁","120.3119606","22.574085925","正常","無",,"7.7","14.9","斷稍","2022-11-23 00:00:00","106.05","8.16"
"651","高雄港","11","港區植栽9區","666","666","0125","雨豆樹","120.32923266","22.564636338","正常","無","無","12.4","49.7",,"2022-11-23 00:00:00","2336.47","61.71"
"652","高雄港","11","港區植栽9區","667","667","0125","雨豆樹","120.3291884","22.564690829","正常","無","無","5.54","16.5",,"2022-11-23 00:00:00","115.05","8.08"
"653","高雄港","9","港區植栽7區","669","669","0028","小葉欖仁","120.3119988","22.574109454","正常","無",,"6.7","19.3","斷稍","2022-11-23 00:00:00","154.83","9.45"
"654","高雄港","11","港區植栽9區","670","670","0125","雨豆樹","120.32913878","22.564744082","正常","無","無","12.8","51",,"2022-11-23 00:00:00","2539.66","65.57"
"655","高雄港","16","港區植栽14區","668","668","0013","大葉山欖","120.28347954","22.596155966","正常","無","無","4.33","9.3","11.8
上移10公分 8.9","2022-11-23 00:00:00","20.92","2.45"
"656","高雄港","9","港區植栽7區","671","671","0028","小葉欖仁","120.31202093","22.574126171","正常","無",,"8.2","15.4","斷稍","2022-11-23 00:00:00","120.65","9.01"
"657","高雄港","11","港區植栽9區","672","672","0125","雨豆樹","120.32910525","22.564792381","正常","無","無","6.65","23",,"2022-11-23 00:00:00","268.35","14.02"
"658","高雄港","11","港區植栽9區","673","673","0125","雨豆樹","120.32907038","22.564832011","正常","無","無","6.42","6.4",,"2022-11-23 00:00:00","20.06","3.3"
"659","高雄港","9","港區植栽7區","674","674","0028","小葉欖仁","120.31204511","22.574147223","正常","無",,"8.9","23.5","斷稍","2022-11-23 00:00:00","304.92","15.63"
"660","高雄港","11","港區植栽9區","676","676","0125","雨豆樹","120.32904088","22.564874118","正常","無","無","11.4","41.3",,"2022-11-23 00:00:00","1483.31","46.13"
"661","高雄港","9","港區植栽7區","677","677","0028","小葉欖仁","120.31208732","22.574177563","正常","無",,"12","25.9","斷稍","2022-11-23 00:00:00","499.4","23.47"
"662","高雄港","11","港區植栽9區","678","678","0125","雨豆樹","120.32899662","22.564924894","正常","無","無","10.8","33.1",,"2022-11-23 00:00:00","902.62","34.15"
"663","高雄港","16","港區植栽14區","675","675","0268","榕樹","120.28332263","22.596051961","正常","無","無","4.17","8","9.8
上移10公分 7.5 
上移20公分 5.7
","2022-11-23 00:00:00","11.17","1.5"
"664","高雄港","11","港區植栽9區","679","679","0125","雨豆樹","120.32897248","22.564958332","正常","無","無","11.9","47.1",,"2022-11-23 00:00:00","2013.79","55.77"
"665","高雄港","11","港區植栽9區","681","681","0125","雨豆樹","120.32894767","22.564992079","正常","無","無","11.3","45.7",,"2022-11-23 00:00:00","1800.27","51.2"
"666","高雄港","9","港區植栽7區","680","680","0221","黃連木","120.31219592","22.574253722","正常","無",,"11.2","49.6","大型花臺上","2022-11-23 00:00:00","1885.86","49.9"
"667","高雄港","16","港區植栽14區","682","682","0373","欖仁","120.28308793","22.595977671","正常","無","無","4.91","21.4","6.6 20.0","2022-11-23 00:00:00","117.47","6.55"
"668","高雄港","11","港區植栽9區","683","683","0221","黃連木","120.32890945","22.564946257","正常","無","無","4.57","14.5",,"2022-11-23 00:00:00","65.76","5.18"
"669","高雄港","11","港區植栽9區","684","684","0221","黃連木","120.32893407","22.564905135","正常","無","無","4.79","14.3",,"2022-11-23 00:00:00","67.04","5.35"
"670","高雄港","11","港區植栽9區","686","686","0221","黃連木","120.3289517","22.564868855","正常","無","無","4.97","16.3",,"2022-11-23 00:00:00","90.38","6.41"
"671","高雄港","16","港區植栽14區","685","685","0268","榕樹","120.28311342","22.596065581","正常","無","無","5.41","19","24.5","2022-11-23 00:00:00","81.71","5.06"
"672","高雄港","9","港區植栽7區","687","687","0268","榕樹","120.31216566","22.574983729","正常","無","無","6","59.5",,"2022-11-23 00:00:00","888.72","20.03"
"673","高雄港","11","港區植栽9區","689","689","0221","黃連木","120.32898657","22.564826748","正常","無","無","4.21","15.3",,"2022-11-23 00:00:00","67.45","5.07"
"674","高雄港","16","港區植栽14區","688","688","0236","菩提樹","120.28308123","22.596068057","正常","無","無","8.07","64.5",,"2022-11-23 00:00:00","1888.24","39.62"
"675","高雄港","9","港區植栽7區","690","690","0268","榕樹","120.31224757","22.574968869","正常","無","無","5.1","27.1",,"2022-11-23 00:00:00","156.71","7.07"
"676","高雄港","11","港區植栽9區","691","691","0221","黃連木","120.32903015","22.564772566","正常","無","無","3.94","11.4",,"2022-11-23 00:00:00","35.05","3.42"
"677","高雄港","11","港區植栽9區","692","692","0221","黃連木","120.32906904","22.564723029","正常","無","無","5.29","16.5",,"2022-11-23 00:00:00","98.57","6.92"
"678","高雄港","11","港區植栽9區","695","695","0221","黃連木","120.32913744","22.564651819","正常","無","斷頭","3.67","12.5",,"2022-11-23 00:00:00","39.25","3.53"
"679","高雄港","11","港區植栽9區","697","697","0221","黃連木","120.32934933","22.564386792","正常","無","無","7.91","24.8",,"2022-11-23 00:00:00","332.97","16.27"
"680","高雄港","16","港區植栽14區","696","696","0373","欖仁","120.28298333","22.596128727","正常","無","無","5.5","23.3","30","2022-11-23 00:00:00","155.99","8.06"
"681","高雄港","11","港區植栽9區","698","698","0221","黃連木","120.32939493","22.564332301","正常","無","無","4.51","13.6",,"2022-11-23 00:00:00","57.09","4.77"
"682","高雄港","16","港區植栽14區","694","694","0373","欖仁","120.28302624","22.596076724","正常","無","無","5","18.5",,"2022-11-23 00:00:00","89.4","5.67"
"683","高雄港","11","港區植栽9區","699","699","0221","黃連木","120.32944053","22.564280906","正常","無","斷頭","5.02","15.3",,"2022-11-23 00:00:00","80.43","6.04"
"684","高雄港","11","港區植栽9區","701","701","0221","黃連木","120.32960146","22.564137246","枯立木","無","無","5.4","2.4",,"2022-11-23 00:00:00","2.13","0.87"
"685","高雄港","9","港區植栽7區","693","693","0122","金龜樹","120.31236682","22.574892091","正常","無","無","0","22.2","12.1
17.8
斷幹","2022-11-23 00:00:00","0","0"
"686","高雄港","11","港區植栽9區","703","703","0221","黃連木","120.32965779","22.564103808","正常","無","無","5.59","19.2",,"2022-11-23 00:00:00","141.04","8.65"
"687","高雄港","16","港區植栽14區","702","702","0373","欖仁","120.28293639","22.596203016","正常","無","無","5.35","16.3","全部上移20公分
22.6","2022-11-23 00:00:00","74.26","5.27"
"688","高雄港","9","港區植栽7區","700","700","0122","金龜樹","120.31257204","22.574884661","正常","無",,"5.3","43.2","斷幹
6.7","2022-11-23 00:00:00","732.96","21.91"
"689","高雄港","11","港區植栽9區","704","704","0221","黃連木","120.32987236","22.56405489","正常","無","無","7.27","17",,"2022-11-23 00:00:00","143.8","9.83"
"690","高雄港","16","港區植栽14區","705","705","0373","欖仁","120.28303161","22.596251304","正常","無","無","5.28","14.5","16.5","2022-11-23 00:00:00","58","4.57"
"691","高雄港","11","港區植栽9區","707","707","0221","黃連木","120.32992333","22.564038171","枯立木","需加強維護","無","3.07","16.6",,"2022-11-23 00:00:00","57.9","4.04"
"692","高雄港","9","港區植栽7區","706","706","0122","金龜樹","120.31273829","22.574879708","正常","無",,"5.3","43.7","斷幹","2022-11-23 00:00:00","750.02","22.2"
"693","高雄港","11","港區植栽9區","708","708","0221","黃連木","120.33002257","22.563987394","正常","無","無","6.13","19.9",,"2022-11-23 00:00:00","166.15","9.87"
"694","高雄港","9","港區植栽7區","709","709","0122","金龜樹","120.31288576","22.574869801","正常","無",,"5.4","17.9","斷幹
15.3","2022-11-23 00:00:00","128.21","8.38"
"695","高雄港","16","港區植栽14區","710","710","0373","欖仁","120.28320461","22.596346642","正常","無","無","5","12.4","15.4 15.6","2022-11-23 00:00:00","40.16","3.64"
"696","高雄港","9","港區植栽7區","711","711","0122","金龜樹","120.3130441","22.574924288","正常","無",,"5.3","35","斷幹","2022-11-23 00:00:00","481.11","17.33"
"697","高雄港","9","港區植栽7區","713","713","0268","榕樹","120.31300657","22.574996112","正常","無",,"4","10.1","斷幹","2022-11-23 00:00:00","17.07","1.86"
"698","高雄港","9","港區植栽7區","714","714","0122","金龜樹","120.31283231","22.574988682","正常","無",,"6","55.8","斷幹","2022-11-23 00:00:00","1384.38","33.02"
"699","高雄港","16","港區植栽14區","712","712","0236","菩提樹","120.28316974","22.596210445","正常","無","無","7.47","66","全部上移30公分
79.7","2022-11-23 00:00:00","1830.09","37.63"
"700","高雄港","12","港區植栽10區","715","715","0125","雨豆樹","120.33043429","22.563586138","正常","無","無","12.6","58.7",,"2022-11-23 00:00:00","3311.86","75.53"
"701","高雄港","9","港區植栽7區","716","716","0122","金龜樹","120.3129181","22.574996112","正常","無",,"5.6","21.7","斷幹","2022-11-23 00:00:00","195.41","10.75"
"702","高雄港","9","港區植栽7區","717","717","0122","金龜樹","120.31270092","22.575010973","正常","無",,"5.4","28.7","斷幹","2022-11-23 00:00:00","329.61","14.14"
"703","高雄港","12","港區植栽10區","719","719","0313","潺槁樹","120.33041954","22.563516784","正常","無",,"6.16","9.6","7.3","2022-11-23 00:00:00","31.93","3.64"
"704","高雄港","16","港區植栽14區","718","718","0373","欖仁","120.28326898","22.596377596","正常","無","無","6.2","23.9","全部上移30公分
23.7
","2022-11-23 00:00:00","185.02","9.34"
"705","高雄港","12","港區植栽10區","720","720","0055","毛柿","120.33045147","22.563536711","正常","無","無","5.6","12.3","下移10公分","2022-11-23 00:00:00","59.8","5.46"
"706","高雄港","12","港區植栽10區","721","721","0055","毛柿","120.33046885","22.563518471","正常","無","無","5.51","9","7.1
7","2022-11-23 00:00:00","31.5","3.81"
"707","高雄港","12","港區植栽10區","722","722","0055","毛柿","120.33048793","22.563501613","正常","無","無","5.78","9","6
5.9","2022-11-23 00:00:00","33.05","3.99"
"708","高雄港","12","港區植栽10區","723","723","0055","毛柿","120.33051207","22.563475916","正常","無","無","6.7","10.4",,"2022-11-23 00:00:00","51.15","5.43"
"709","高雄港","12","港區植栽10區","724","724","0055","毛柿","120.3305684","22.563422662","正常","無","無","7.14","12.1",,"2022-11-23 00:00:00","73.79","6.83"
"710","高雄港","12","港區植栽10區","725","725","0055","毛柿","120.33060595","22.563383032","正常","無","無","6.84","10.4","8.1
8.4
8.3
5.4
9.4
10.3","2022-11-23 00:00:00","52.22","5.54"
"711","高雄港","12","港區植栽10區","726","726","0055","毛柿","120.33061333","22.56336848","正常","無","無","6.95","11.3","10.9","2022-11-23 00:00:00","62.64","6.17"
"712","高雄港","12","港區植栽10區","727","727","0055","毛柿","120.33063411","22.563348665","正常","無","無","6.9","10.7","10.2
9.15","2022-11-23 00:00:00","55.76","5.77"
"713","高雄港","12","港區植栽10區","728","728","0055","毛柿","120.33065825","22.563316156","正常","無","無","5.98","8.4","7.95","2022-11-23 00:00:00","29.78","3.83"
"714","高雄港","12","港區植栽10區","729","729","0055","毛柿","120.33068013","22.563271969","正常","無","無","5.51","7.7",,"2022-11-23 00:00:00","23.06","3.21"
